time,iso3_ref,iso3_cp,Source country,Sector,Sub-sector,Cluster,Activity,Jobs created,Capital investment,Project status,Destination state,Aggregate
2024-09-01,USA,TUR,Turkey,Manufacturing,Hardware,Automotive Hub,Innovation Center,214,11501119.0,Announced,Pennsylvania,Other
2016-03-01,USA,MEX,Mexico,Logistics,E-commerce,Tech,Logistics Hub,135,241474428.0,Announced,Ohio,NAFTA (-US)
2024-07-01,USA,CHN,China,Semiconductors,Software,Digital Economy,Logistics Hub,875,2109440117.0,Announced,California,China
2021-10-01,USA,MEX,Mexico,Logistics,Robotics,Services,Innovation Center,2136,902269211.0,Opened,Pennsylvania,NAFTA (-US)
2021-12-01,USA,CHN,China,Manufacturing,Transport,Industrial,Headquarters,823,1759723789.0,Announced,California,China
2018-03-01,USA,BEL,Belgium,Energy,Renewables,Green Growth,Manufacturing Plant,121,44165824.0,Opened,Illinois,EU
2016-09-01,USA,CHN,China,Biotech,Renewables,Life Sciences,Expansion,1638,685214053.0,Opened,Illinois,China
2021-02-01,USA,CHN,China,Automotive,Transport,Automotive Hub,Manufacturing Plant,1365,689381679.0,Opened,New York,China
2019-01-01,USA,IND,India,IT,Cybersecurity,Deep Tech,New Investment,925,302960580.0,Opened,Texas,BRICS
2024-01-01,USA,IND,India,Retail,Banking,Fintech,Logistics Hub,2033,797546505.0,Announced,Texas,BRICS
2020-03-01,USA,MEX,Mexico,Logistics,Cloud,Automotive Hub,Manufacturing Plant,2069,2942829459.0,Announced,Virginia,NAFTA (-US)
2024-10-01,USA,IND,India,IT,Batteries,Deep Tech,Manufacturing Plant,803,1242250628.0,Opened,Pennsylvania,BRICS
2019-08-01,USA,VNM,Vietnam,Energy,Oil & Gas,Commodities,Manufacturing Plant,129,257068547.0,Opened,Washington,Other
2017-12-01,USA,CHE,Switzerland,IT,Software,Tech,Innovation Center,140,293574234.0,Announced,New York,Other
2022-07-01,USA,CHN,China,Semiconductors,Cloud,Deep Tech,Manufacturing Plant,2360,2376949801.0,Announced,Massachusetts,China
2020-11-01,USA,CHN,China,Retail,Insurance,Fintech,Innovation Center,1689,1533013588.0,Announced,Massachusetts,China
2018-08-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,M&A,61,1519712894.0,Announced,California,China
2023-12-01,USA,AUS,Australia,Manufacturing,Transport,Industrial,Headquarters,52,168961496.0,Opened,Virginia,Other
2023-04-01,USA,IND,India,Semiconductors,Cloud,Digital Economy,Innovation Center,1773,1322173046.0,Announced,Texas,BRICS
2024-09-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,New Investment,1838,1403548515.0,Opened,Pennsylvania,China
2020-04-01,USA,MEX,Mexico,Manufacturing,Batteries,Automotive Hub,R&D,622,1522443561.0,Announced,Ohio,NAFTA (-US)
2025-05-01,USA,IND,India,IT,Hardware,Tech,M&A,1201,2171882153.0,Opened,California,BRICS
2021-02-01,USA,MEX,Mexico,Automotive,Transport,Industrial,New Investment,314,995702927.0,Announced,Illinois,NAFTA (-US)
2025-05-01,USA,MEX,Mexico,Automotive,Transport,Automotive Hub,Manufacturing Plant,2145,1368615088.0,Announced,New York,NAFTA (-US)
2020-10-01,USA,SGP,Singapore,IT,AI,Deep Tech,Logistics Hub,213,122857596.0,Announced,Washington,Other
2020-04-01,USA,GBR,United Kingdom,IT,Hardware,Deep Tech,Expansion,137,333664581.0,Announced,Washington,UK
2016-12-01,USA,CHN,China,Manufacturing,Batteries,Industrial,Logistics Hub,2157,2161137506.0,Opened,Texas,China
2019-03-01,USA,CHN,China,Logistics,AI,Logistics,R&D,662,2240452328.0,Opened,Massachusetts,China
2016-02-01,USA,CAN,Canada,Energy,Oil & Gas,Commodities,R&D,2309,2907638505.0,Announced,Pennsylvania,NAFTA (-US)
2016-03-01,USA,DEU,Germany,Automotive,Batteries,Industrial,Expansion,87,1481024907.0,Announced,California,EU
2025-05-01,USA,ARE,UAE,IT,Cloud,Digital Economy,M&A,471,373189903.0,Opened,Massachusetts,Other
2024-05-01,USA,GBR,United Kingdom,Finance,E-commerce,Fintech,Headquarters,2462,1886595192.0,Opened,Florida,UK
2025-05-01,USA,CHE,Switzerland,IT,Cloud,Deep Tech,New Investment,457,152093276.0,Announced,New York,Other
2020-08-01,USA,IND,India,IT,Hardware,Deep Tech,R&D,1701,1765833622.0,Opened,Virginia,BRICS
2022-09-01,USA,MEX,Mexico,Construction,Batteries,Automotive Hub,R&D,495,2102055855.0,Opened,Washington,NAFTA (-US)
2020-11-01,USA,CAN,Canada,Energy,Renewables,Energy,Headquarters,1943,1845354860.0,Opened,Florida,NAFTA (-US)
2025-05-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,M&A,1425,8756135.0,Announced,Ohio,China
2016-02-01,USA,SAU,Saudi Arabia,IT,Hardware,Tech,Innovation Center,597,137162532.0,Opened,North Carolina,Other
2016-02-01,USA,PER,Peru,Manufacturing,Hardware,Automotive Hub,Innovation Center,18,201147293.0,Announced,Florida,Other
2023-08-01,USA,CAN,Canada,Energy,Renewables,Green Growth,Innovation Center,662,2325364789.0,Opened,Washington,NAFTA (-US)
2020-06-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,Logistics Hub,289,1482951389.0,Opened,Ohio,China
2023-03-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,Headquarters,721,1779179453.0,Announced,Georgia,China
2024-05-01,USA,IND,India,Telecom,Cloud,Digital Economy,New Investment,2283,1037592845.0,Announced,Texas,BRICS
2023-12-01,USA,MEX,Mexico,Automotive,Batteries,Automotive Hub,R&D,634,1521783753.0,Announced,Massachusetts,NAFTA (-US)
2024-01-01,USA,IND,India,IT,Software,Tech,R&D,2031,452655419.0,Opened,North Carolina,BRICS
2016-01-01,USA,IND,India,IT,Cybersecurity,Tech,Logistics Hub,115,955234531.0,Opened,New York,BRICS
2017-07-01,USA,MEX,Mexico,Automotive,Batteries,Automotive Hub,Innovation Center,674,2230252552.0,Opened,North Carolina,NAFTA (-US)
2016-02-01,USA,AUT,Austria,Manufacturing,Hardware,Automotive Hub,Headquarters,234,262203722.0,Announced,Massachusetts,EU
2020-05-01,USA,IND,India,Aerospace,Robotics,Industrial,Innovation Center,2254,717163494.0,Announced,Washington,BRICS
2019-08-01,USA,DEU,Germany,Aerospace,Transport,Industrial,M&A,2295,1047010158.0,Announced,Massachusetts,EU
2023-06-01,USA,ARE,UAE,Manufacturing,Hardware,Automotive Hub,Logistics Hub,127,368166325.0,Opened,New York,Other
2018-08-01,USA,MEX,Mexico,Manufacturing,Transport,Industrial,R&D,412,2456544215.0,Announced,Washington,NAFTA (-US)
2021-10-01,USA,MEX,Mexico,Automotive,Transport,Automotive Hub,R&D,2411,2391974716.0,Opened,Washington,NAFTA (-US)
2018-08-01,USA,MEX,Mexico,Logistics,Green Tech,Digital Economy,Headquarters,137,1785940462.0,Opened,Florida,NAFTA (-US)
2021-08-01,USA,TUR,Turkey,Manufacturing,Batteries,Industrial,Headquarters,289,231889149.0,Opened,Virginia,Other
2020-07-01,USA,CHN,China,Semiconductors,Cloud,Deep Tech,Logistics Hub,19,2916390402.0,Opened,Illinois,China
2022-03-01,USA,CHN,China,Semiconductors,AI,Deep Tech,Logistics Hub,2378,1769145575.0,Announced,Illinois,China
2020-08-01,USA,CHN,China,Semiconductors,Software,Deep Tech,Innovation Center,2223,737619712.0,Opened,Virginia,China
2017-05-01,USA,IND,India,IT,Cybersecurity,Deep Tech,Headquarters,1949,2148167921.0,Announced,Texas,BRICS
2019-02-01,USA,DEU,Germany,Logistics,Insurance,Tech,M&A,1378,1769546546.0,Announced,California,EU
2017-12-01,USA,CHN,China,Manufacturing,Transport,Industrial,R&D,141,2471564480.0,Announced,Washington,China
2021-09-01,USA,SGP,Singapore,Manufacturing,Transport,Automotive Hub,M&A,93,139803887.0,Opened,Ohio,Other
2024-02-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Expansion,239,495816204.0,Announced,Georgia,China
2021-10-01,USA,VEN,Venezuela,Manufacturing,Hardware,Automotive Hub,Innovation Center,560,249854588.0,Announced,Virginia,Other
2023-02-01,USA,ISR,Israel,Energy,Oil & Gas,Energy,Headquarters,295,76830655.0,Announced,Ohio,Other
2016-11-01,USA,CHN,China,Semiconductors,Cybersecurity,Digital Economy,Innovation Center,856,2972633689.0,Announced,Washington,China
2025-04-01,USA,IND,India,IT,Software,Deep Tech,R&D,2065,886046086.0,Opened,Pennsylvania,BRICS
2017-04-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,M&A,1293,1683223172.0,Announced,Massachusetts,China
2024-01-01,USA,CHL,Chile,Energy,Renewables,Commodities,Logistics Hub,305,231688962.0,Announced,Georgia,Other
2022-01-01,USA,JPN,Japan,Manufacturing,Robotics,Automotive Hub,Logistics Hub,1031,2181206128.0,Announced,California,Other
2020-11-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Headquarters,1127,1800958068.0,Announced,Illinois,China
2021-10-01,USA,GBR,United Kingdom,Finance,Banking,Services,Innovation Center,193,78042160.0,Opened,New York,UK
2022-08-01,USA,MEX,Mexico,Automotive,Batteries,Industrial,Headquarters,529,296749912.0,Opened,Massachusetts,NAFTA (-US)
2023-09-01,USA,CHN,China,Semiconductors,AI,Tech,Innovation Center,251,2037109820.0,Opened,Georgia,China
2016-03-01,USA,KOR,South Korea,Energy,Green Tech,Commodities,M&A,387,260811278.0,Announced,Pennsylvania,Other
2017-08-01,USA,NOR,Norway,Energy,Oil & Gas,Commodities,Innovation Center,541,14916532.0,Opened,Texas,Other
2020-11-01,USA,MAR,Morocco,Manufacturing,Robotics,Industrial,R&D,416,385206361.0,Opened,Washington,Other
2018-12-01,USA,IND,India,Energy,Green Tech,Commodities,Innovation Center,1404,43058520.0,Announced,Washington,BRICS
2017-07-01,USA,IND,India,IT,Hardware,Digital Economy,Manufacturing Plant,1097,2300827575.0,Opened,Massachusetts,BRICS
2023-06-01,USA,CHN,China,Semiconductors,Cloud,Digital Economy,Expansion,1848,1997597084.0,Opened,Illinois,China
2021-07-01,USA,AUT,Austria,IT,Cybersecurity,Tech,Expansion,505,337082088.0,Opened,Ohio,EU
2017-07-01,USA,KOR,South Korea,Manufacturing,Hardware,Industrial,Innovation Center,499,10449579.0,Announced,Illinois,Other
2017-08-01,USA,MEX,Mexico,Automotive,Transport,Automotive Hub,Manufacturing Plant,1223,1938493453.0,Opened,Georgia,NAFTA (-US)
2023-12-01,USA,MEX,Mexico,Automotive,Robotics,Automotive Hub,New Investment,339,1737809128.0,Announced,Washington,NAFTA (-US)
2021-11-01,USA,MEX,Mexico,Manufacturing,Robotics,Industrial,Expansion,429,2080443470.0,Opened,North Carolina,NAFTA (-US)
2020-04-01,USA,JPN,Japan,Automotive,Transport,Industrial,M&A,899,57613770.0,Opened,Ohio,Other
2024-09-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Manufacturing Plant,542,2782369144.0,Announced,Florida,China
2018-09-01,USA,CHN,China,Manufacturing,Hardware,Automotive Hub,Expansion,1256,66807761.0,Announced,Virginia,China
2019-04-01,USA,CHN,China,Manufacturing,Robotics,Industrial,R&D,2483,1206578879.0,Opened,Florida,China
2019-03-01,USA,AUT,Austria,IT,Cloud,Digital Economy,Logistics Hub,560,356494849.0,Announced,Illinois,EU
2022-10-01,USA,PER,Peru,Mining,Green Tech,Energy,Manufacturing Plant,534,62068747.0,Opened,Illinois,Other
2024-08-01,USA,CHN,China,Semiconductors,Batteries,Tech,Manufacturing Plant,2233,286093339.0,Opened,California,China
2016-01-01,USA,SGP,Singapore,Energy,Green Tech,Green Growth,Logistics Hub,116,100350072.0,Opened,Georgia,Other
2016-11-01,USA,CHN,China,Manufacturing,Transport,Industrial,M&A,685,1934990737.0,Opened,Virginia,China
2023-08-01,USA,CHN,China,Semiconductors,Software,Digital Economy,Manufacturing Plant,2381,1861949070.0,Opened,Washington,China
2020-09-01,USA,CAN,Canada,Energy,Renewables,Energy,Logistics Hub,532,2401341370.0,Announced,North Carolina,NAFTA (-US)
2023-05-01,USA,ARG,Argentina,Manufacturing,Robotics,Industrial,Headquarters,323,300862786.0,Opened,Pennsylvania,Other
2020-02-01,USA,DEU,Germany,Manufacturing,Hardware,Industrial,M&A,1718,1600218239.0,Opened,Florida,EU
2017-11-01,USA,COL,Colombia,Manufacturing,Hardware,Industrial,M&A,40,295323002.0,Announced,Virginia,Other
2018-07-01,USA,ZAF,South Africa,Manufacturing,Robotics,Industrial,Manufacturing Plant,574,383476538.0,Announced,Washington,BRICS
2023-10-01,USA,MEX,Mexico,Logistics,Cloud,Deep Tech,Logistics Hub,1908,194844810.0,Opened,Illinois,NAFTA (-US)
2019-06-01,USA,MEX,Mexico,Automotive,Transport,Industrial,Innovation Center,2144,36121754.0,Opened,Florida,NAFTA (-US)
2024-03-01,USA,MEX,Mexico,Telecom,Cybersecurity,Tech,R&D,898,2842112381.0,Announced,Illinois,NAFTA (-US)
2016-07-01,USA,CAN,Canada,Automotive,Transport,Automotive Hub,R&D,1280,2078918512.0,Announced,Ohio,NAFTA (-US)
2017-04-01,USA,CHN,China,Energy,Oil & Gas,Green Growth,Logistics Hub,2396,2714570718.0,Opened,North Carolina,China
2023-06-01,USA,ISR,Israel,IT,AI,Deep Tech,R&D,124,98166396.0,Opened,New York,Other
2025-04-01,USA,CHN,China,Semiconductors,Hardware,Digital Economy,Expansion,719,209183087.0,Announced,Texas,China
2020-12-01,USA,ARE,UAE,IT,Software,Deep Tech,R&D,409,348157155.0,Announced,Texas,Other
2025-05-01,USA,KOR,South Korea,Manufacturing,Transport,Automotive Hub,Expansion,136,219548168.0,Opened,Pennsylvania,Other
2016-02-01,USA,IND,India,IT,Cybersecurity,Deep Tech,Expansion,250,2353981049.0,Announced,Washington,BRICS
2016-01-01,USA,ESP,Spain,Manufacturing,Batteries,Industrial,Manufacturing Plant,368,7703276.0,Announced,Texas,EU
2019-12-01,USA,MAR,Morocco,Manufacturing,Robotics,Industrial,Headquarters,480,77544057.0,Opened,Illinois,Other
2016-12-01,USA,BEL,Belgium,Manufacturing,Transport,Automotive Hub,M&A,500,66018320.0,Announced,Illinois,EU
2021-09-01,USA,FRA,France,Aerospace,Hardware,Industrial,Manufacturing Plant,1235,2665114623.0,Opened,Georgia,EU
2019-01-01,USA,CAN,Canada,Energy,Oil & Gas,Commodities,R&D,44,1660721018.0,Announced,North Carolina,NAFTA (-US)
2018-08-01,USA,ARG,Argentina,IT,Cloud,Digital Economy,New Investment,583,161192347.0,Announced,Florida,Other
2016-09-01,USA,CHN,China,Semiconductors,Cybersecurity,Deep Tech,Headquarters,1289,1490393278.0,Announced,Texas,China
2024-09-01,USA,FRA,France,Pharma,AI,Automotive Hub,Expansion,220,1678480581.0,Announced,Ohio,EU
2024-03-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,New Investment,2449,1109293775.0,Opened,New York,China
2017-07-01,USA,CAN,Canada,Telecom,AI,Digital Economy,Logistics Hub,991,2564962498.0,Opened,Virginia,NAFTA (-US)
2019-12-01,USA,CHN,China,Semiconductors,Batteries,Tech,Logistics Hub,1813,2809678719.0,Announced,Texas,China
2022-08-01,USA,IND,India,Telecom,Cloud,Digital Economy,Manufacturing Plant,858,2486156068.0,Opened,California,BRICS
2016-03-01,USA,GBR,United Kingdom,Finance,Insurance,Fintech,M&A,1781,2716300053.0,Opened,Washington,UK
2017-08-01,USA,ARE,UAE,Manufacturing,Transport,Industrial,Headquarters,574,135391465.0,Announced,Virginia,Other
2017-12-01,USA,CHN,China,Manufacturing,Transport,Industrial,Manufacturing Plant,1706,1782487804.0,Opened,Ohio,China
2020-06-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Logistics Hub,2315,1163890037.0,Opened,Texas,China
2018-09-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,New Investment,616,1348075898.0,Announced,Texas,China
2017-12-01,USA,MEX,Mexico,Manufacturing,Batteries,Automotive Hub,Expansion,1849,1037437287.0,Opened,Georgia,NAFTA (-US)
2022-03-01,USA,MEX,Mexico,Manufacturing,Robotics,Industrial,Manufacturing Plant,955,1824920477.0,Announced,New York,NAFTA (-US)
2025-05-01,USA,CHN,China,Telecom,Hardware,Tech,R&D,650,2178004587.0,Opened,Illinois,China
2021-12-01,USA,IND,India,IT,Software,Deep Tech,Headquarters,395,807311886.0,Announced,Virginia,BRICS
2018-12-01,USA,DEU,Germany,Telecom,Hardware,Deep Tech,New Investment,1360,330790800.0,Announced,Illinois,EU
2019-02-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,Innovation Center,2444,1906560690.0,Opened,Georgia,China
2024-08-01,USA,AUT,Austria,Energy,Green Tech,Energy,Headquarters,318,198805535.0,Opened,Massachusetts,EU
2022-12-01,USA,ARE,UAE,Manufacturing,Batteries,Industrial,Manufacturing Plant,369,94457535.0,Opened,Illinois,Other
2024-03-01,USA,AUS,Australia,IT,Cybersecurity,Tech,Logistics Hub,62,289504357.0,Opened,Illinois,Other
2025-04-01,USA,AUT,Austria,Manufacturing,Hardware,Industrial,R&D,505,60595758.0,Announced,Virginia,EU
2023-05-01,USA,IND,India,Telecom,AI,Deep Tech,New Investment,195,2733406749.0,Opened,Pennsylvania,BRICS
2024-03-01,USA,IND,India,IT,Hardware,Deep Tech,R&D,2109,1393967552.0,Opened,Georgia,BRICS
2018-01-01,USA,CHN,China,Semiconductors,AI,Digital Economy,Manufacturing Plant,2016,820223451.0,Opened,Washington,China
2023-09-01,USA,CHN,China,Semiconductors,Batteries,Digital Economy,New Investment,923,2557008035.0,Announced,Florida,China
2017-06-01,USA,GBR,United Kingdom,Finance,E-commerce,Services,Manufacturing Plant,1610,2843334950.0,Opened,Georgia,UK
2025-02-01,USA,CHN,China,Manufacturing,Robotics,Industrial,Innovation Center,975,1982425887.0,Opened,Georgia,China
2022-10-01,USA,IND,India,Telecom,Batteries,Digital Economy,R&D,1815,806461573.0,Opened,California,BRICS
2021-06-01,USA,IND,India,IT,Software,Tech,R&D,2008,379810451.0,Opened,Illinois,BRICS
2020-06-01,USA,MEX,Mexico,Automotive,Transport,Automotive Hub,Innovation Center,2388,1582239243.0,Announced,North Carolina,NAFTA (-US)
2018-11-01,USA,ESP,Spain,Manufacturing,Hardware,Automotive Hub,Expansion,161,246500187.0,Announced,California,EU
2022-08-01,USA,ARG,Argentina,IT,Batteries,Tech,M&A,392,133984320.0,Announced,Washington,Other
2021-01-01,USA,CHN,China,Semiconductors,AI,Tech,Manufacturing Plant,1094,1783646396.0,Announced,New York,China
2019-05-01,USA,GBR,United Kingdom,Finance,Banking,Services,Innovation Center,405,1045580770.0,Opened,Georgia,UK
2024-04-01,USA,CHN,China,Manufacturing,Batteries,Industrial,New Investment,1615,2393944900.0,Announced,Ohio,China
2018-09-01,USA,MEX,Mexico,Automotive,Batteries,Automotive Hub,Logistics Hub,1838,2864287729.0,Opened,Massachusetts,NAFTA (-US)
2021-08-01,USA,MEX,Mexico,Manufacturing,Batteries,Automotive Hub,R&D,1241,863768237.0,Opened,Massachusetts,NAFTA (-US)
2018-09-01,USA,DEU,Germany,Automotive,Batteries,Industrial,M&A,1723,2208676663.0,Opened,Texas,EU
2017-02-01,USA,CHN,China,Automotive,Transport,Automotive Hub,R&D,455,2863963532.0,Opened,Georgia,China
2017-09-01,USA,CHN,China,Logistics,E-commerce,Green Growth,R&D,230,405333201.0,Announced,North Carolina,China
2019-12-01,USA,CHN,China,Manufacturing,Transport,Industrial,Logistics Hub,2379,2477117941.0,Announced,North Carolina,China
2017-08-01,USA,CHN,China,Semiconductors,Cybersecurity,Digital Economy,Innovation Center,893,289061951.0,Opened,Pennsylvania,China
2016-08-01,USA,IND,India,Telecom,AI,Deep Tech,R&D,1574,407869423.0,Announced,Massachusetts,BRICS
2016-07-01,USA,CHN,China,Semiconductors,Cloud,Tech,Headquarters,2075,1403104874.0,Announced,Washington,China
2021-07-01,USA,CHN,China,Semiconductors,Cybersecurity,Digital Economy,Innovation Center,957,2896119676.0,Announced,Massachusetts,China
2017-05-01,USA,CHN,China,Semiconductors,Cloud,Digital Economy,Expansion,1475,2000906394.0,Opened,Washington,China
2018-09-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,Expansion,1699,2453323422.0,Opened,Illinois,China
2019-12-01,USA,MEX,Mexico,Automotive,Transport,Industrial,M&A,2301,1366448204.0,Announced,Virginia,NAFTA (-US)
2022-04-01,USA,CAN,Canada,Energy,Green Tech,Commodities,Manufacturing Plant,1905,96518451.0,Announced,Massachusetts,NAFTA (-US)
2020-11-01,USA,CHN,China,Manufacturing,Robotics,Industrial,Logistics Hub,499,1744007413.0,Opened,Massachusetts,China
2023-02-01,USA,CAN,Canada,Energy,Green Tech,Green Growth,Headquarters,1995,59034845.0,Opened,Washington,NAFTA (-US)
2017-10-01,USA,VNM,Vietnam,IT,Software,Tech,Manufacturing Plant,508,126222959.0,Announced,Illinois,Other
2025-02-01,USA,COL,Colombia,Manufacturing,Robotics,Industrial,R&D,501,67815317.0,Opened,Florida,Other
2018-06-01,USA,FIN,Finland,IT,AI,Tech,Headquarters,166,73857758.0,Opened,Georgia,EU
2019-02-01,USA,IND,India,IT,Software,Deep Tech,Headquarters,920,2679156145.0,Opened,North Carolina,BRICS
2024-06-01,USA,TUR,Turkey,Manufacturing,Hardware,Industrial,Innovation Center,433,53039391.0,Opened,Texas,Other
2025-01-01,USA,BEL,Belgium,Manufacturing,Transport,Industrial,Innovation Center,356,167437535.0,Opened,Ohio,EU
2020-03-01,USA,CZE,Czech Republic,Manufacturing,Robotics,Automotive Hub,Logistics Hub,207,50175039.0,Announced,California,EU
2020-06-01,USA,CHN,China,Semiconductors,AI,Tech,New Investment,1259,23161593.0,Announced,North Carolina,China
2016-08-01,USA,IND,India,Retail,Insurance,Services,R&D,515,2682896911.0,Opened,New York,BRICS
2018-03-01,USA,PER,Peru,Energy,Oil & Gas,Commodities,Logistics Hub,125,373589449.0,Opened,Texas,Other
2018-03-01,USA,MEX,Mexico,Automotive,Robotics,Industrial,Manufacturing Plant,339,2495362904.0,Opened,Virginia,NAFTA (-US)
